customer_id,response_time_hours,issue_complexity,agent_experience_months,previous_interactions,survey_communication,survey_professionalism,survey_speed,channel,time_of_day,issue_type,avg_survey_score,satisfied,predicted_satisfaction,satisfaction_probability,prediction_correct
14,0.477375250497894,1,37.3522604998791,6,6.331363810304727,7.400239769134207,5.0898117755378305,phone,morning,general,6.273805118325588,0,1,0.7320670658295142,False
15,0.4013579774993267,2,16.448839275686534,6,5.677058853599239,8.488107821474774,4.607283079746826,phone,afternoon,complaint,6.257483251606946,1,0,0.3714667077236941,False
16,0.4052228456645141,1,42.40473251899799,3,4.835927820995931,8.634760113081155,7.513375427614153,chat,morning,general,6.994687787230412,1,1,0.9377516238747416,True
17,0.7255074589209543,3,17.570382443372427,4,7.720095426856156,8.105238078862092,5.66558226743641,chat,afternoon,billing,7.163638591051552,1,1,0.576913630346141,True
18,1.487855661721709,4,3.511704508884641,3,9.074791772994015,6.850441086045312,3.9731449183376526,email,evening,billing,6.632792592458993,0,0,0.131701916373091,True
19,1.1310741335606733,2,10.60170672061609,2,8.899495401934432,5.127814117262892,8.548419712174667,email,afternoon,general,7.525243077123997,0,1,0.5540725843944414,False
20,0.688445985107883,5,38.829739440083266,5,8.064899122220856,6.9057418823943175,9.311183431704135,email,evening,general,8.093941478773104,1,1,0.8560039438934682,True
21,1.8927417477995974,1,22.12922186475999,4,7.957814975901399,7.1347861547352585,9.602889601457587,email,afternoon,general,8.231830244031414,0,1,0.8399625779626403,False
22,0.30046905745467734,5,17.42055244211279,2,9.546435669564012,7.1244852393719835,7.136613898654496,email,afternoon,technical,7.935844935863497,1,1,0.6264019001568816,True
23,0.6910310240048045,3,25.920218710233453,0,7.498122192125216,8.24226762837351,7.9266777727512245,phone,evening,complaint,7.889022531083317,1,1,0.8824826321939562,True
24,0.9125544364416941,2,30.02139283401054,0,7.969194514036257,9.882811693217807,9.265762802051439,in_person,afternoon,billing,9.039256336435168,1,1,0.9806348166125672,True
25,1.21786937571955,3,37.408785790829526,5,6.518824207222002,7.648235042209311,5.645451577957818,chat,afternoon,general,6.604170275796378,1,1,0.5792136031819923,True
26,3.075872022061824,2,41.38199075871512,6,4.956934943717863,7.2399218530122464,8.799219831297366,email,afternoon,technical,6.998692209342491,1,1,0.568767922433041,True
27,0.4454717242573806,2,19.68277625053097,1,5.974226649250635,7.188933824395089,7.295713221457776,phone,afternoon,technical,6.819624565034499,1,1,0.6235867631128827,True
28,1.4440583100662554,3,8.08742776701554,2,6.986261442198017,7.649261720289257,8.444680974216663,phone,morning,complaint,7.693401378901313,1,1,0.5678762682644817,True
29,1.7950094426195211,4,19.038418066520688,5,7.091178058751955,6.506047487581921,7.134967437576683,email,evening,technical,6.910730994636853,1,0,0.24656952507629898,False
30,0.1,3,27.123366078994636,4,9.88942878228309,7.644238270495266,9.133262077546403,email,evening,billing,8.88897637677492,1,1,0.9610766793325175,True
31,1.8706660412992202,3,12.434892885472669,3,7.121915751386603,8.040974803598159,7.202342772574767,email,afternoon,billing,7.4550777758531765,0,0,0.46715896202257784,True
32,0.37392250395483284,3,12.514189021259485,2,8.768265166038466,7.7516232762893855,4.128837692958648,phone,afternoon,general,6.882908711762166,1,0,0.4230944628148245,False
33,0.13452786175860848,4,28.125454578598625,0,6.347384137635526,8.049050320805737,9.4134679381665,email,afternoon,technical,7.936634132202587,1,1,0.8822099862468614,True
34,5.947375587013862,2,23.416171781154585,4,6.532486171352149,8.020497131218242,5.094444666250198,chat,afternoon,technical,6.54914265627353,1,0,0.06062338814975519,False
35,6.741260684922345,3,24.39356394493904,5,5.006488544164828,5.373723981304268,9.055504778439046,phone,afternoon,complaint,6.478572434636047,0,0,0.029916235658103286,True
36,3.3046631456257534,2,14.898055983599166,2,5.886507980685142,8.264244190074484,6.6375628134074205,email,evening,billing,6.9294383280556815,1,0,0.3141140639560312,False
37,0.7265757199375166,2,21.235191429530794,3,7.79047208704563,6.694782185205056,8.916819773355872,chat,afternoon,technical,7.800691348535519,1,1,0.7990560030734024,True
38,0.20555463000501248,3,12.909202268780348,7,7.0113402705912,6.184993004395251,8.842583506760176,email,morning,technical,7.346305593915543,1,1,0.5368335066667681,True
39,2.3055015261973235,2,34.68238093349744,5,8.41440792984585,6.174657806574005,7.574257353767668,email,evening,complaint,7.387774363395841,0,1,0.6971090585323696,False
40,1.1601816851707967,3,36.42299201668503,3,7.271880922517576,8.020249932567035,7.715363571728835,email,afternoon,technical,7.669164808937815,1,1,0.8345370092347181,True
41,0.2603044679088973,4,1.845745653142874,1,6.471319402543387,7.232910087330176,7.560731510946619,in_person,evening,general,7.0883203336067275,0,0,0.35695941890264926,True
42,1.3670944562683003,2,12.84586967769108,3,10.0,5.481637459217508,3.1751154386940597,phone,morning,billing,6.218917632637189,0,0,0.23088934986004986,True
43,0.1,3,6.041648938919053,4,6.859144646930429,8.07364537823074,7.012994394016764,email,morning,complaint,7.315261473059311,1,1,0.574432096780893,True
44,4.800845774786048,2,16.19971278711722,1,8.744501454557955,5.772470243041408,4.7910844830705885,phone,evening,general,6.4360187268899836,0,0,0.07141440725103773,True
45,0.5989155536813722,5,22.99874436251567,3,6.398186190182983,7.667785630221853,7.108136858742193,phone,morning,billing,7.058036226382343,1,1,0.5515211781478506,True
46,2.1725115971299607,3,6.604257363617638,3,8.06439921907535,7.786198710807665,4.742703416510212,phone,evening,technical,6.8644337821310755,1,0,0.15957407274679644,False
47,0.7470931633152473,4,12.937682242496242,4,8.39202348872753,8.562692498034053,4.6670865057930655,phone,evening,complaint,7.207267497518217,0,0,0.41628212804824827,True
48,1.4682217918184572,3,11.952511535022019,1,7.312737955863371,9.638021743760222,9.688882103157024,in_person,afternoon,billing,8.879880600926873,1,1,0.8814306912192313,True
49,1.582447595963595,1,26.487207952787326,2,3.468275615955097,5.86238840891935,8.725005298623541,chat,morning,complaint,6.0185564411659955,1,1,0.5328607251885443,True
50,0.4087771990158115,3,24.832132044435006,3,7.027378691284169,7.4370313727243405,6.792543347100522,phone,afternoon,billing,7.0856511370363435,0,1,0.7015295847882852,False
51,6.985614265472453,5,15.33914935995296,2,8.845690071639963,7.168397645946939,7.132583570448243,email,evening,general,7.7155570960117155,0,0,0.03971902526095182,True
52,2.9844907542762815,3,26.121850465672775,1,7.791221249541596,8.020499623153155,6.353751153662584,email,afternoon,technical,7.388490675452445,0,0,0.4597195234021533,True
53,5.610188838583165,4,17.439838984952814,1,7.66875831284387,7.758802525120342,7.825777476763141,chat,afternoon,general,7.751112771575784,1,0,0.1377520654081273,False
54,4.504303995068393,4,20.740138676087362,3,4.416614599063721,7.076944508716056,5.5831021402121515,email,afternoon,technical,5.692220415997309,0,0,0.025394263689420014,True
55,1.82210882476655,2,44.081425083582445,0,5.919317393987412,6.970917373666973,8.588732473162324,phone,morning,billing,7.159655746938903,1,1,0.8968283453238629,True
56,5.09887075853881,2,40.08553262148418,3,7.617036446727159,6.160258973779143,6.3444436861746,chat,evening,technical,6.707246368893634,0,0,0.2498008756996159,True
57,0.18531091790623125,3,8.405025156868827,1,7.615574915180338,8.685433898887812,6.044275407503788,chat,evening,technical,7.448428073857312,1,1,0.6285068606997569,True
58,0.4362693892625349,3,33.9567890145501,1,8.822000170199354,8.051045017919435,6.839083433272717,email,evening,technical,7.9040428737971675,1,1,0.9089572319573543,True
59,0.1,4,33.7367586538991,7,6.782699867280859,8.601321837354165,5.735935706133901,chat,afternoon,technical,7.039985803589642,1,1,0.6590843546837316,True
60,0.7870641736061736,5,10.22084053496858,3,7.608736130010722,7.127524636229383,7.391628229093669,chat,afternoon,complaint,7.375962998444591,0,0,0.35842818462733,True
61,0.9842605835884372,3,33.82533172505833,2,7.02456136289694,6.711797437566683,5.832747339235881,email,morning,billing,6.523035379899834,1,1,0.662619995541497,True
62,0.6331208864176514,2,42.455183020950635,4,5.519585895247665,6.206021920044927,7.643342485073905,email,afternoon,general,6.456316766788832,1,1,0.7602151772374622,True
63,3.529115730481868,4,10.529462325067033,4,3.6163130033578788,7.9307011004887915,8.988811770040657,in_person,afternoon,technical,6.845275291295775,0,0,0.08931115050014664,True
64,0.8824539990597403,2,12.989966147828836,0,7.646514538195115,6.252248130566119,5.505220963745288,phone,evening,billing,6.46799454416884,1,0,0.4365296968793491,False
65,0.6596056802684984,4,36.21193760212203,3,7.260920812619217,9.71839568275986,6.564964176868691,phone,evening,billing,7.848093557415923,1,1,0.8969220926649462,True
66,1.564814166415492,3,27.257943729907776,3,6.072737436849747,5.930828902687871,7.630395283463759,phone,evening,complaint,6.544653874333792,0,0,0.43360760248538593,True
67,0.3037962956412577,3,30.61771530287428,7,4.571240415226203,7.8283921430550025,6.015456761033468,chat,evening,general,6.1383631064382245,1,0,0.47896609148936536,False
68,3.2409671915494624,1,28.08707059680596,3,7.944609271613107,9.380225648656543,7.635777009487997,chat,evening,billing,8.320203976585882,1,1,0.8674113759442783,True
69,0.15495173762261802,3,28.68835105113773,2,6.6011198887066715,8.218907711116572,7.799717949173131,phone,morning,general,7.539915182998791,1,1,0.8733811678173655,True
70,8.66829267917464,3,8.082334460267004,4,7.8353120835522185,7.7108084549901355,8.749871197329746,in_person,evening,technical,8.098663911957367,0,0,0.027494671220829905,True
71,2.958967552483023,3,36.56781247945738,2,9.796072795617638,6.337819623645725,5.709217917047159,chat,afternoon,billing,7.281036778770173,1,1,0.578741330274405,True
72,0.4430788810117719,2,38.03507990913328,2,3.7878536795204427,5.8418769737187555,5.103004567585145,chat,afternoon,technical,4.9109117402747815,0,0,0.3367543678383156,True
73,0.1,4,21.247311071183667,3,5.950598786946454,8.424060130701102,6.246360698785261,phone,morning,technical,6.873673205477606,1,1,0.5647510462754366,True
74,3.379793554972252,4,23.478276602233652,0,6.68593658003213,9.307376688929935,5.05804578881522,email,afternoon,technical,7.0171196859257625,1,0,0.2525703517848992,False
75,2.4541918147740893,2,5.626709969331333,0,9.182239261219976,6.973380011426194,7.816096767285495,email,afternoon,general,7.990572013310555,1,1,0.5057537870836015,True
76,2.611325817575998,1,30.17105707221402,3,4.545395471190273,6.133126190860379,4.708847659682459,email,afternoon,billing,5.129123107244371,0,0,0.17200348308667945,True
77,2.950429052087027,1,30.86468930056973,4,9.903791538520906,4.550196683341178,10.0,email,afternoon,general,8.151329407287362,1,1,0.7776277242942313,True
78,0.1538585310275927,3,23.253707796008268,6,7.203783852349436,6.323082187604955,9.132670150832752,chat,evening,billing,7.553178730262381,1,1,0.78771883143486,True
79,0.887785344832465,3,37.492240318446036,4,6.8559990073992125,7.363611789001152,6.822636385280566,phone,evening,technical,7.014082393893642,1,1,0.7296023261639627,True
80,0.2463002092088993,3,19.991073228240715,2,6.702910355171641,9.41894788900408,8.361310087396356,chat,afternoon,general,8.161056110524024,1,1,0.8860597989195316,True
81,3.9770591433164455,2,30.775271110723203,2,6.3456054517299565,8.307760430679561,3.853756644240575,phone,afternoon,general,6.169040842216698,0,0,0.18209826948240757,True
82,1.9526023834247481,3,11.764027935694614,8,8.572175138903733,7.866102485648104,10.0,phone,morning,complaint,8.812759208183946,0,1,0.7221473286108336,False
83,0.803637602502602,3,23.717374189509144,4,5.397218868876342,7.019856406438643,5.737613698039119,phone,afternoon,billing,6.051562991118035,0,0,0.3387419906947586,True
84,0.13133613160956578,3,21.90774890516597,3,7.51812127246578,6.800201139292852,6.5831046549811525,phone,morning,general,6.967142355579928,1,1,0.6526871306239836,True
85,0.7449767008207074,5,26.7036950644913,1,6.4237275014395365,9.186777117009557,3.4593200830608137,phone,evening,general,6.356608233836636,1,0,0.36329884518968,False
86,0.7866284263682627,2,19.565676853999697,2,5.856799827228853,7.740886248910067,7.67531714853361,chat,afternoon,technical,7.091001074890843,1,1,0.6587876815994472,True
87,2.6157515679154817,3,22.422328851939987,1,10.0,4.976879169694774,4.808580517261204,email,morning,technical,6.595153228985326,0,0,0.22183920044881297,True
88,2.02977871785204,3,33.91256605729808,3,7.62857610213019,6.691752422523309,6.9829803708188525,email,afternoon,technical,7.101102965157451,1,1,0.557529488884931,True
89,4.3645038248030295,3,18.75882915314139,4,7.919898316991715,6.470140761874048,5.820306020735831,email,afternoon,technical,6.7367816998671985,0,0,0.07882302067803465,True
90,1.2781322667526196,4,4.721074791135848,0,8.706665171002994,6.844483188987042,4.860060917125382,phone,afternoon,billing,6.803736425705139,0,0,0.2069083062852502,True
91,0.2547447872310038,3,44.995006850465046,2,4.867975082022179,8.175492792342101,5.352149296827289,phone,morning,complaint,6.131872390397189,1,1,0.7897245023708784,True
92,2.498252688633199,5,40.577448944285834,5,9.628437863683047,7.3710661418469,7.206418461353938,email,evening,billing,8.068640822294627,0,1,0.7261316431050535,False
93,2.860785506153728,2,8.492847658732575,5,3.236564232257386,7.407761511595606,4.493316248836116,email,morning,general,5.045880664229703,0,0,0.03193437655459997,True
94,1.6477749897716576,2,32.27649366294233,3,5.846850384942219,9.076167793590283,5.452138992157561,chat,morning,general,6.791719056896688,0,1,0.6954812104590457,False
95,2.947779933442729,4,17.964302753383883,1,6.311452490231649,6.664246692255974,7.99389208627606,email,morning,technical,6.989863756254561,0,0,0.23422353140413749,True
96,1.3616294630205559,3,27.161846583972714,3,7.872585047455759,9.737039431064819,10.0,chat,afternoon,technical,9.20320815950686,1,1,0.9478039439716811,True
97,1.479357677554534,2,27.530689548161924,2,7.328077399212232,6.694430890354697,7.659659875195409,email,morning,billing,7.227389388254113,1,1,0.7708327113158394,True
98,1.1156283878168547,1,21.187106396204136,5,6.74977788895241,7.607037835935086,5.148929044080882,in_person,morning,general,6.501914922989459,0,1,0.5222000303545455,False
99,0.1,1,14.594812012963242,1,6.982003983058414,7.16255568551668,6.13919449386984,phone,afternoon,complaint,6.761251387481646,1,1,0.6801190091913026,True
100,0.22833487038373168,4,15.713507372204887,3,5.532965464716147,7.648102960201153,6.856860211074641,email,afternoon,billing,6.679309545330646,0,0,0.4398366571520007,True
101,0.1,2,13.00569701422509,3,4.75415140827374,8.033510394087754,6.171035088855726,email,morning,complaint,6.319565630405741,1,1,0.5144834532225157,True
102,2.023459101855099,3,14.018133501234663,4,8.08976743350409,8.020602288106652,8.42550470012648,in_person,afternoon,billing,8.17862480724574,1,1,0.6419840546773257,True
103,0.7547934175901997,2,23.193860519407735,2,8.040559168804277,6.596259203255304,7.1914522694256044,phone,afternoon,general,7.276090213828396,1,1,0.7166808880457314,True
104,1.4208743542683802,3,15.410880130670979,2,9.376741562735589,6.152502387062915,8.434134292837767,email,morning,billing,7.987792747545424,0,1,0.724067618105301,False
105,4.762531059691951,1,32.18462478855144,1,5.814974354777188,10.0,6.2340011774642665,phone,afternoon,technical,7.349658510747152,1,1,0.5108166412203564,True
106,0.5734776459665967,3,41.84695386403113,0,8.039222815451383,6.919218792479336,9.185900395498262,email,morning,technical,8.048114001142993,1,1,0.9552617415939048,True
107,1.0565639497653452,1,17.039361103559486,2,6.574439907452902,8.339054926406384,6.500325948293217,phone,morning,technical,7.1379402607175,1,1,0.7006393903383442,True
108,2.8174982950771668,4,26.872854006424525,2,8.785712477790224,5.570830427372163,5.051858235551615,phone,afternoon,billing,6.469467046904668,1,0,0.18036821853006962,False
109,0.5196103138347881,2,29.996221323635204,1,8.532944165017213,7.164464736114388,10.0,email,morning,general,8.565802967043867,1,1,0.9657550539637245,True
110,0.16020855710035273,3,29.664027251031293,5,7.316814098836685,7.3473607392210685,3.5150400554699894,phone,morning,technical,6.059738297842581,0,0,0.43181110022656055,True
111,0.6842806077741141,4,24.91146321499305,7,6.49070476500102,8.067378083913399,5.47027029445113,phone,afternoon,general,6.6761177144551835,1,0,0.35810617297807923,False
112,0.3516167170001257,3,32.91218902031667,2,8.441398267912392,4.233055030809673,5.67134986670529,phone,evening,technical,6.1152677218091185,1,0,0.4585057347691981,False
113,5.3099001717612495,3,29.786987432167887,2,7.9703567848848484,7.699368735693997,10.0,phone,afternoon,general,8.556575173526282,0,1,0.5459328397939969,False
114,3.301774160969139,3,9.148050932072426,2,5.973339396870726,6.120310253558529,10.0,in_person,evening,general,7.3645498834764185,0,0,0.23003575363441756,True
115,2.006988381041062,3,34.429872772671274,1,5.008301989780854,7.889214853433908,9.489070658555956,email,evening,general,7.462195833923573,0,1,0.7904374562169009,False
116,4.103039461041626,3,34.647490047200904,2,6.567200648977305,6.256404963794204,6.204814407722603,chat,evening,billing,6.342806673498036,1,0,0.22887182681610072,False
117,3.255937881481113,5,14.840566749857022,2,9.273120723022313,6.473420764889303,10.0,email,afternoon,technical,8.582180495970539,0,0,0.3970989222554244,True
118,0.41299095271727815,3,24.455254025371225,5,8.719730738099557,7.171646867528079,7.463033606913748,chat,afternoon,general,7.784803737513794,1,1,0.7779624884339063,True
119,4.461626810471122,3,32.199947913732835,0,5.331508795494129,6.237204636476166,8.55907406654562,email,afternoon,technical,6.7092624995053045,0,0,0.22721429918533803,True
120,1.550199803932344,4,21.48823416504766,3,5.248363876150118,6.929358663917574,7.1234516859911725,email,morning,technical,6.433724742019621,1,0,0.2687278374473769,False
121,3.2946965826071324,3,36.87573657319214,2,8.912025774519229,6.067949077748022,6.710960171618147,email,afternoon,technical,7.230311674628466,1,0,0.4634931336592696,False
122,4.528485298572463,1,52.36646993543233,5,5.2965461428632565,5.300195457961527,6.346798386932517,chat,evening,general,5.647846662585767,1,0,0.27023561351355446,False
123,0.7654614328366369,3,14.568167608380211,3,7.763942985463012,8.721548462915232,6.422648011845508,email,afternoon,general,7.63604648674125,1,1,0.6449956456577607,True
124,0.23318432024770167,5,7.4274647621547025,5,6.075893176995514,5.9447415686112866,7.895284967620542,phone,afternoon,general,6.638639904409114,0,0,0.1656134230871323,True
125,0.5173734922787627,2,27.645823147258508,6,9.425567386782523,7.28558293487042,7.460959637795698,phone,afternoon,billing,8.05736998648288,1,1,0.8839214349979105,True
126,1.1141153854972288,3,32.65875006151372,3,5.844362801293181,8.403469297792542,6.743351533633369,email,afternoon,technical,6.997061210906364,1,1,0.6733150322744572,True
127,3.40765945327789,2,21.229603513862774,5,8.715042295308741,6.762067076980748,9.517143186857938,email,afternoon,complaint,8.331417519715808,0,1,0.6286645269370064,False
128,3.9426899437596665,3,41.439127959852414,2,7.277287981090547,6.509800920305355,1.4598444762666842,phone,afternoon,billing,5.082311125887529,0,0,0.07699048051049723,True
129,0.1,1,7.936730403321015,0,7.37829228135143,7.771485706400906,7.717797046258151,phone,afternoon,billing,7.62252501133683,1,1,0.8315868358127284,True
130,1.4297523186771115,3,32.31502347637934,6,4.044537127972898,8.841520587272582,8.091929671986163,email,afternoon,billing,6.992662462410547,0,1,0.6681104779784899,False
131,1.0805466418373426,4,16.72967015089328,5,3.695629970191422,6.0968216818962375,8.864533162859304,chat,evening,technical,6.218994938315656,0,0,0.1889436163326264,True
132,0.502334676551649,3,44.63253487448756,3,6.669151089599029,7.319822601579073,6.68323140610395,phone,evening,technical,6.890735032427351,1,1,0.8266246525097122,True
133,0.2553607830912936,3,47.91018423801742,6,7.370359095124917,5.421006486039207,7.1742561212911236,phone,morning,billing,6.655207234151749,1,1,0.8284598557225734,True
134,0.8238171597248649,4,14.800120946599826,3,5.312203258393415,7.028158795581372,8.574707089966498,chat,evening,technical,6.971689714647095,0,0,0.39647381556234046,True
135,5.726242245382299,5,17.405314369097038,1,5.366959884285487,7.541045621445691,9.484099527704323,email,afternoon,technical,7.464035011145167,0,0,0.07415371538017733,True
136,0.7807676057629488,2,34.31505464375762,0,7.842208944739199,6.474450429893921,6.259035226678217,phone,afternoon,complaint,6.858564867103779,1,1,0.7902778370202503,True
137,1.4629056115203039,3,19.354432202525825,2,7.844281720685696,6.951609799409722,7.280556409629608,chat,afternoon,billing,7.358815976575008,1,1,0.5936922020999836,True
138,2.4281739537617097,2,23.455065384813143,2,6.793388409418109,5.81012787803106,9.821433135827764,email,afternoon,billing,7.474983141092312,0,1,0.6427626456249298,False
139,0.9039489979339247,5,24.304661046508922,4,8.170302581779112,7.592494333657792,2.976751263418068,email,morning,general,6.246516059618325,0,0,0.22415966603794038,True
140,7.135596276583399,5,1.0,5,5.2386965564197805,8.766833098659779,5.557977320333746,in_person,afternoon,complaint,6.521168991804434,0,0,0.004019487611191537,True
141,6.564019729082796,3,23.833947046869152,1,6.466097624369544,6.183427356275444,9.438504761485333,chat,afternoon,technical,7.362676580710107,1,0,0.10136281207814829,False
142,0.5801225899844106,4,15.723266711229915,4,9.47181640867551,6.7527938801371405,8.766568100494945,phone,afternoon,general,8.330392796435865,0,1,0.7204081730305029,False
143,1.3753185569276944,3,18.082526131202734,3,7.102483194909726,8.103055495745018,7.740401379668049,phone,afternoon,billing,7.648646690107598,0,1,0.6591854712395356,False
144,0.7158609201580935,3,41.32358404162577,2,7.189468771880499,8.954508863187284,5.992525628403584,phone,afternoon,technical,7.378834421157123,1,1,0.8667692767105966,True
145,0.6704993527621634,1,8.921917268648924,3,10.0,5.708172225349283,5.212726701826245,phone,afternoon,technical,6.9736329757251765,1,0,0.4336558673835828,False
146,0.1,4,33.75846224097573,2,4.900986751226844,7.297458315100861,5.735811885363727,phone,evening,billing,5.97808565056381,1,1,0.5478448354922164,True
147,1.8809841419651863,2,20.652444836018297,3,8.194645549963166,7.83975698678343,9.586414797473646,phone,afternoon,general,8.540272444740081,1,1,0.8434447104350122,True
148,1.397039265659277,4,20.642877978049988,5,9.49597941971215,7.377532331245383,5.668803159520376,chat,morning,technical,7.514104970159303,0,0,0.4745264330419314,True
149,0.10570217476078496,4,33.48446275262054,2,6.5127131102521805,4.5278495197474955,6.982561335631384,chat,afternoon,billing,6.007707988543687,1,0,0.48530466541226774,False
150,0.6532518420207387,4,28.080615534826684,5,8.289446180282269,8.101308011170527,5.443326239248857,email,afternoon,general,7.278026810233885,0,1,0.6076263425467188,False
151,4.777721902178681,1,30.84735596663437,1,5.526970754183643,9.323203621308773,8.316993254178248,email,afternoon,billing,7.722389209890221,1,1,0.6742903891925994,True
152,0.5477211042841541,3,35.618215926394335,0,5.969901406648972,7.6399941014034045,5.830292695376405,phone,morning,complaint,6.4800627344762605,1,1,0.753395910135997,True
153,0.3130617219709395,2,20.02429940180013,4,7.577449624071452,6.262672736046884,6.624330997722054,phone,afternoon,complaint,6.821484452613464,1,1,0.588995023382418,True
154,1.3445442189472725,3,16.653159185906997,6,8.197850009665885,6.8842473043628605,3.769912160522914,phone,afternoon,billing,6.284003158183886,0,0,0.18598280124503774,True
155,8.48807396523052,1,10.978193681306422,4,8.681404768609369,9.623895681186712,3.8959371748311082,chat,afternoon,complaint,7.400412541542395,0,0,0.03363316999640432,True
156,0.5542896271194524,5,14.095073640252538,3,9.35444288040924,8.59195504903267,6.813811747978711,phone,afternoon,technical,8.253403225806872,1,1,0.6277187045205204,True
157,2.2303100205945867,3,59.3891331037047,5,6.8988301621672266,8.268031942061196,4.4147171206440285,chat,evening,technical,6.527193074957483,1,1,0.724722035063304,True
158,2.8677752524789257,3,38.93615496884144,2,8.790417632758881,7.927695100241252,10.0,email,afternoon,billing,8.90603757766671,0,1,0.9320096610278716,False
159,0.5426663446716116,3,7.787107605503742,2,6.486542734826276,6.706635465370833,3.0892583981979507,phone,afternoon,general,5.427478866131687,0,0,0.08870306814642431,True
160,2.6054978569846323,3,8.130504519077158,2,8.353136967382403,7.259314583213078,5.359684462404612,phone,afternoon,general,6.990712004333364,0,0,0.16685244946750635,True
161,0.917045598528608,3,29.782392740621898,4,7.311233196778272,7.406492717185781,6.830061561081591,email,evening,billing,7.182595825015215,0,1,0.7350550893353719,False
162,2.0010074954635426,3,30.567177568535605,3,7.668516860622886,8.159489179277333,6.142760711967588,chat,afternoon,technical,7.3235889172892685,1,1,0.5993517550405287,True
163,2.0076756542752765,5,30.586606023808372,5,7.635261811033056,9.310702673120284,4.812538178004946,chat,morning,technical,7.2528342207194285,1,0,0.4317750410627334,False
164,1.5347704999046976,3,20.940530477355626,2,4.592942485303282,8.842005764151754,5.075729888908517,phone,morning,complaint,6.170226046121184,0,0,0.33993865886105135,True
165,0.1892583176232419,5,22.494548879965198,2,5.31381721170884,5.796738773044751,5.01682266050137,email,afternoon,complaint,5.3757928817516545,0,0,0.13983139713396175,True
166,3.607289588492594,4,27.93455428991229,3,7.153812159726284,7.768793962681259,6.283900949323886,phone,evening,general,7.068835690577143,1,0,0.25020423263480684,False
167,0.7736205873347932,2,25.030716075519965,3,4.469081380538247,8.384116014201476,10.0,in_person,morning,general,7.617732464913241,0,1,0.8716691768211136,False
168,0.4128642132151131,5,1.0,4,8.246816654799634,8.242632396173562,6.940287133804778,chat,morning,billing,7.809912061592658,0,0,0.4515890155252944,True
169,0.1,2,21.242404433097676,1,8.307333949432213,6.744919483935097,8.929220880897542,email,evening,technical,7.993824771421617,1,1,0.8968414705648771,True
170,1.787556809189167,4,13.783122788876238,0,7.490755829316686,10.0,7.712557422490654,email,evening,billing,8.401104417269114,0,1,0.7744577106673887,False
171,2.2637034685346977,3,26.102537026902144,1,5.318298980863117,5.967498525202657,8.804952316367997,email,morning,general,6.696916607477924,0,0,0.44050025238368173,True
172,0.1,4,59.82310803124092,4,9.070208408302772,6.20017386400074,1.760064255331545,phone,afternoon,billing,5.676815509211686,1,1,0.6699599299876993,True
173,1.4352611690989767,4,28.409779985691653,3,10.0,7.780314097513892,6.251975561933187,phone,afternoon,technical,8.010763219815692,1,1,0.6975934531343557,True
174,0.5136482941099153,4,20.237643765931224,4,7.220615241168961,10.0,9.152843761671285,phone,afternoon,complaint,8.791153000946748,1,1,0.9008354901142317,True
